,Species,Color,Processing Method,Country of Origin,Region,Producer,Harvest Year,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points,Moisture,Category One Defects,Quakers,Category Two Defects,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
664,Arabica,Green,Washed / Wet,Guatemala,oriente,"AGRICOLA MONTE VERDE, S.A.",2013,7.83,7.42,7.33,7.67,7.42,7.5,10,10,10,7.33,82.5,0.12,0,0,4,ft,1310.64,1310.64,1310.64
665,Arabica,Green,Washed / Wet,Colombia,huila,,2013,7.5,7.5,7.42,7.42,7.58,7.58,10,10,10,7.5,82.5,0.11,0,0,1,m,1750,1750,1750
666,Arabica,Green,Washed / Wet,Guatemala,oriente,MARGARITA DE NUYENS,2013,7.83,7.67,7.17,7.33,7.5,7.67,10,10,10,7.33,82.5,0.11,0,0,0,ft,1310.64,1310.64,1310.64
667,Arabica,None,Washed / Wet,Mexico,san bartolo tutotepec,"VELASCO SAN AGUSTIN, NAZARIO",2012,7.5,7.58,7.5,7.5,7.42,7.42,10,10,10,7.58,82.5,0.13,0,0,10,m,1679,1679,1679
668,Arabica,Green,Washed / Wet,Mexico,zapotitlan de mendez,ENRIQUE MITRE LOPEZ,2012,7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.5,82.5,0.12,0,0,5,m,1100,1100,1100
669,Arabica,,Semi-washed / Semi-pulped,Mexico,la concordia,SUSANA LETICIA LOPEZ AGUILAR,2012,7.92,7.5,7.33,7.58,7.25,7.42,10,10,10,7.5,82.5,0.11,0,0,2,m,1650,1650,1650
670,Arabica,Green,Natural / Dry,Guatemala,oriente,VARIOUS,2012,7.67,7.33,7.33,7.33,7.5,7.83,10,10,10,7.5,82.5,0.11,0,0,5,m,NA,NA,NA
671,Arabica,Blue-Green,Semi-washed / Semi-pulped,Brazil,carmo de minas,Nazareth Dias Pereira,2012,7.67,7.42,7.33,7.67,7.5,7.5,10,10,10,7.42,82.5,0,0,0,4,m,1250,1250,1250
672,Arabica,Green,Washed / Wet,Colombia,huila,LA PLATA,2012,7.67,7.5,7.33,7.5,7.25,7.67,10,10,10,7.58,82.5,0.11,1,0,3,m,1600,1950,1775
673,Arabica,Green,Washed / Wet,United States (Hawaii),kona,,2012,7.33,7.42,7.33,7.75,7.42,7.67,10,10,10,7.58,82.5,0.12,2,0,3,ft,NA,NA,NA
674,Arabica,,,Guatemala,huehuetenango,,,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10,10,7.33,82.5,0.01,1,0,14,m,1600,1600,1600
675,Arabica,Green,Washed / Wet,Honduras,"comayagua, honduras",Danilo Carrillo,2017,7.42,7.67,7.17,7.58,7.58,7.5,10,10,10,7.5,82.42,0.12,0,1,6,m,1500,1500,1500
676,Arabica,Green,Washed / Wet,Guatemala,san marcos,JORGE LEAL,2017,7.58,7.5,7.33,7.75,7.33,7.5,10,10,10,7.42,82.42,0.1,0,1,2,m,1700,1700,1700
677,Arabica,Green,Washed / Wet,Guatemala,san marcos,ANGEL DE LEON,2016,7.67,7.58,7.25,7.67,7.42,7.33,10,10,10,7.5,82.42,0.12,0,0,0,m,1700,1700,1700
678,Arabica,Green,Washed / Wet,Guatemala,el progreso,JESUS RAMIREZ,2017,7.58,7.5,7.25,7.67,7.5,7.5,10,10,10,7.42,82.42,0.12,0,0,0,ft,157.8864,157.8864,157.8864
679,Arabica,Green,Washed / Wet,Guatemala,santa rosa,"PLANTACIONES AGROPECUARIAS, S.A.",2017,7.5,7.42,7.08,7.75,7.67,7.5,10,10,10,7.5,82.42,0.11,0,2,3,m,NA,NA,NA
680,Arabica,Green,Washed / Wet,Colombia,guayata,,2016,5.08,7.75,7.83,7.75,7.83,8.08,10,10,10,8.08,82.42,0.11,0,0,1,m,1600,1600,1600
681,Arabica,Green,Washed / Wet,China,yunnan,Menglian Gao Sanlin Coffee Factory,2015,7.67,7.42,7.42,7.5,7.42,7.42,10,10,10,7.58,82.42,0.1,0,0,0,m,1600,1600,1600
682,Arabica,Green,,Brazil,campos altos - cerrado,,2016,7.42,7.5,7.33,7.5,7.25,7.42,10,10,10,8,82.42,0.11,0,1,0,m,NA,NA,NA
683,Arabica,Green,Washed / Wet,"Tanzania, United Republic Of",arusha meru,GLADNESS OBED PALLANGYO,2015,7.67,7.25,7.42,7.42,7.67,7.42,10,10,10,7.58,82.42,0.13,0,0,7,m,2285,2285,2285
684,Arabica,Green,Natural / Dry,Brazil,south of minas,Ipanema Agrícola SA,2015,7.17,7.83,7.33,7.5,7.75,7.42,10,10,10,7.42,82.42,0,0,0,0,m,1,1,1
685,Arabica,Green,Washed / Wet,Guatemala,atitlan,UNEX,2013,7.5,7.5,7.5,7.67,7.42,7.5,10,10,10,7.33,82.42,0.1,0,0,0,m,1400,1400,1400
686,Arabica,Green,Washed / Wet,Mexico,la yerba,AVELINO CHAVEZ REYNA,2014,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.58,82.42,0.11,0,0,0,m,1296,1296,1296
687,Arabica,Blue-Green,Semi-washed / Semi-pulped,Brazil,south of minas,Betina Vilela Reis,2012,7.58,7.67,7.33,7.5,7.5,7.42,10,10,10,7.42,82.42,0.12,0,0,1,m,1000,1000,1000
688,Arabica,Green,Washed / Wet,Peru,peru,,2013,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10,10,7.5,82.42,0,0,0,3,m,NA,NA,NA
689,Arabica,Green,Natural / Dry,Brazil,south of minas,Ipanema Coffees,2013,7.25,7.33,7.25,7.5,7.42,7.5,10,10,10,8.17,82.42,0,0,0,0,m,1260,1260,1260
690,Arabica,Green,Washed / Wet,Mexico,veracruz,MANUEL HERRERA JUAREZ,2013,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10,10,7.5,82.42,0.12,0,0,0,m,1170,1170,1170
691,Arabica,None,Washed / Wet,Honduras,,,2012,7.25,7.67,7.42,7.17,7.75,7.5,10,10,10,7.67,82.42,0.09,0,0,2,m,NA,NA,NA
692,Arabica,Green,Washed / Wet,Colombia,huila,,2013,7.67,7.42,7.33,7.5,7.58,7.5,10,10,10,7.42,82.42,0.11,0,0,9,m,1600,1950,1775
693,Arabica,Green,Washed / Wet,Mexico,chiapas,EMPERATRIZ GARCIA MUÑOZ,2013,7.5,7.42,7.42,7.67,7.42,7.58,10,10,10,7.42,82.42,0.12,0,0,5,m,1560,1560,1560
694,Arabica,Green,Semi-washed / Semi-pulped,Mexico,san pedro cotzilnam,VICTOR MANUEL LOPEZ VAZQUEZ,2012,7.42,7.58,7.5,7.42,7.58,7.5,10,10,10,7.42,82.42,0.13,0,0,2,m,1400,1400,1400
695,Arabica,Green,Washed / Wet,Mexico,coatepec,GIBRAN LEONARDO CERVANTES COVARRUBIAS,2012,7.42,7.58,7.33,7.58,7.5,7.5,10,10,10,7.5,82.42,0.14,0,0,9,m,1300,1300,1300
696,Arabica,Green,Washed / Wet,Mexico,xalapa,MANUEL HERRERA JUAREZ,2012,7.75,7.33,7.25,7.58,7.58,7.33,10,10,10,7.58,82.42,0.13,0,0,1,m,1170,1170,1170
697,Arabica,Green,Washed / Wet,Mexico,zihuatanejo de azueta,DARIO FRANCISCO GALEANA SOLIS,2012,7.5,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5,82.42,0.11,0,0,0,m,1300,1300,1300
698,Arabica,Green,Washed / Wet,Mexico,veracruz,JOSE DANIEL COBILT CASTRO,2012,7.58,7.58,7.17,7.5,7.5,7.5,10,10,10,7.58,82.42,0.14,0,0,6,m,1350,1350,1350
699,Arabica,Green,Washed / Wet,Mexico,xicotepec de juarez,"ALVARO QUIROS PEREZ, MIGUEL QUIROZ PEREZ",2012,7.58,7.33,7.33,7.58,7.5,7.5,10,10,10,7.58,82.42,0.11,0,0,0,m,1150,1150,1150
700,Arabica,,Washed / Wet,Mexico,progreso santa rosa teocelo,OLIVIA HERNANDEZ VIRVES,2012,7.67,7.58,7.33,7.42,7.58,7.33,10,10,10,7.5,82.42,0.13,0,0,4,m,1250,1250,1250
701,Arabica,Bluish-Green,Washed / Wet,Mexico,fln mirador,ROBIN CLEAVER,2012,7.83,7.5,7.42,7.67,7.17,7.33,10,10,10,7.5,82.42,0.12,0,0,0,m,1450,1450,1450
702,Arabica,,Natural / Dry,Colombia,huila,JAIME PULIDO / ALBINO MAHECHA / FREDDY MENDEZ,2012,7.67,7.33,7.25,7.42,7.5,7.67,10,10,10,7.58,82.42,0,0,0,2,m,442,442,442
703,Arabica,Blue-Green,Natural / Dry,Brazil,south of minas,Glycia Maria,2012,7.75,7.5,7.42,7.42,7.5,7.42,10,10,10,7.42,82.42,0.11,0,0,2,m,NA,NA,NA
704,Arabica,Green,Washed / Wet,Colombia,huila,,2011,7.33,7.58,7.17,7.58,7.42,7.58,10,10,10,7.75,82.42,0,0,0,2,m,1750,1750,1750
705,Arabica,,,Colombia,huila,,2011,7.58,7.25,7.42,7.25,7.58,7.83,10,10,10,7.5,82.42,0.02,0,0,1,m,1750,1750,1750
706,Arabica,Green,Washed / Wet,Honduras,comayagua,Reinerio Zepeda,2017,7.5,7.58,7.33,7.5,7.42,7.42,10,10,10,7.58,82.33,0.1,0,1,8,m,1396,1396,1396
707,Arabica,Green,Natural / Dry,Brazil,cerrado,Tulio Taft Bovaretto,2016,7.33,7.5,7.5,7.33,7.5,7.5,10,10,10,7.67,82.33,0.11,0,3,11,m,982,982,982
708,Arabica,Green,Natural / Dry,Brazil,cerrado,,2016,7.42,7.42,7.42,7.5,7.5,7.58,10,10,10,7.5,82.33,0.11,0,4,14,m,NA,NA,NA
709,Arabica,Bluish-Green,Natural / Dry,Brazil,south of minas,Ipanema Agricola,2016,7.5,7.5,7.42,7.5,7.42,7.5,10,10,10,7.5,82.33,0.11,0,2,3,m,934,934,934
710,Arabica,Bluish-Green,Washed / Wet,Costa Rica,tarrazu,Martin Gutierrez,2015,7.75,7.5,7.25,7.25,7.42,7.67,10,10,10,7.5,82.33,0.1,6,1,3,m,1850,1850,1850
711,Arabica,Green,Washed / Wet,Costa Rica,tarrazu,Johanna,2015,7.75,7.33,7.5,7.5,7.33,7.58,10,10,10,7.33,82.33,0,0,2,0,m,1550,1550,1550
712,Arabica,Green,Pulped natural / honey,China,xishuangbanna prefecture,Yun Lan Coffee Co. Ltd,2015,7.5,7.58,7.42,7.5,7.42,7.42,10,10,10,7.5,82.33,0.12,0,6,2,m,1580,1580,1580
713,Arabica,Green,Natural / Dry,Brazil,south of minas,Ipanema Agrícola SA,2015,8.25,7.83,7.25,8.33,8.17,8.08,10,6.67,10,7.75,82.33,0.07,0,0,0,m,1268,1268,1268
714,Arabica,Green,Natural / Dry,Brazil,chapadão de ferro (cerrado mineiro),,2015,7.42,7.5,7.5,7.42,7.5,7.58,10,10,10,7.42,82.33,0.11,0,0,10,m,NA,NA,NA
715,Arabica,Green,Washed / Wet,Guatemala,huehuetenango,AMANCIO DEL VALLE CARRILLO,2015,7.5,7.42,7.17,7.83,7.5,7.5,10,10,10,7.42,82.33,0.1,0,0,6,ft,1676.4,1676.4,1676.4
716,Arabica,Green,Washed / Wet,Malawi,mzuzu,Mzuzu Coffee Planters Coop Union,2014,7.33,7.58,7.42,7.58,7.33,7.5,10,10,10,7.58,82.33,0.12,0,0,0,m,1450,1450,1450
717,Arabica,Blue-Green,Natural / Dry,Brazil,south of minas,Ipanema Agrícola SA,2014,7.75,8.08,7.67,8.08,8.08,8,10,10,6.67,8,82.33,0.11,0,0,0,m,1100,1100,1100
718,Arabica,Green,Washed / Wet,Guatemala,jalapa,ROBERTO MONTERROSO,2014,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10,10,7.42,82.33,0.12,0,0,3,ft,1524,1524,1524
719,Arabica,Green,Washed / Wet,Mexico,veracruz,Huatusco,2014,7.33,7.58,7.42,7.5,7.5,7.5,10,10,10,7.5,82.33,0.11,0,0,0,m,NA,NA,NA
720,Arabica,Green,Washed / Wet,Colombia,antioquia,SEVERAL,2013,7.42,7.33,7.5,7.17,7.08,8.33,10,10,10,7.5,82.33,0.1,0,0,2,m,1300,1300,1300
721,Arabica,Green,Semi-washed / Semi-pulped,Taiwan,changhua baguashan 彰化市八卦山,Zhang shui sheng 張水勝,2013,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,82.33,0.11,0,0,0,m,200,200,200
722,Arabica,Green,Washed / Wet,Taiwan,taichung xinshe 台中市新社區,Lin yu ding 林玉定,2013,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,82.33,0.11,0,0,0,m,600,600,600
723,Arabica,Green,Washed / Wet,Guatemala,oriente,ROBERTO MONTERROSO,2013,7.5,7.42,7.58,7.5,7.5,7.58,10,10,10,7.25,82.33,0.12,2,0,1,ft,1310.64,1310.64,1310.64
724,Arabica,Green,Washed / Wet,Colombia,huila,,2013,7.5,7.42,7.5,7.5,7.5,7.58,10,10,10,7.33,82.33,0,0,0,1,m,1750,1750,1750
725,Arabica,Green,Washed / Wet,Mexico,"la concordia, chiapas",AGROINDUSTRIAS UNIDAS DE MEXICO SA DE CV,2013,7.67,7.5,7.42,7.5,7.42,7.42,10,10,10,7.42,82.33,0.12,0,0,3,m,1300,1300,1300
726,Arabica,Green,Washed / Wet,Costa Rica,central valley,,2012,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10,7.67,82.33,0,0,0,14,m,NA,NA,NA
727,Arabica,Green,Washed / Wet,Guatemala,jalapa,"CAFE MOLINO MONTERROSO P,J. ROBERTO",2012,7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.33,82.33,0.11,0,0,3,ft,1676.4,1828.8,1752.6
728,Arabica,None,Natural / Dry,Mexico,"jaltocan, hidalgo","SALAZAR HERNANDEZ, ROBERTO",2012,7.58,7.67,7.58,7.33,7,7.58,10,10,10,7.58,82.33,0.15,1,0,8,m,441,441,441
729,Arabica,Green,Washed / Wet,Mexico,veracruz,MANUEL HERRERA JUAREZ,2012,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7,82.33,0.13,0,0,9,m,1170,1170,1170
730,Arabica,Green,Washed / Wet,Guatemala,oriente,AGROPECUARIA QUIAGRAL,2012,7.5,7.67,7.33,7.5,7.33,7.5,10,10,10,7.5,82.33,0.1,2,0,5,ft,1310.64,1310.64,1310.64
731,Arabica,Green,Natural / Dry,Brazil,grama valley,José Malagutti,2012,7.58,7.5,7.42,7.5,7.5,7.42,10,10,10,7.42,82.33,0.12,0,0,2,m,1100,1100,1100
732,Arabica,Green,Washed / Wet,Mexico,santa catarina juquila,MARIA LUISA DELCARMEN ROJAS NARVAEZ,2012,8,7.75,7.33,7.33,7.08,7.67,9.33,10,10,7.83,82.33,0.11,0,0,0,m,1200,1400,1300
733,Arabica,Green,Washed / Wet,Brazil,south of minas,José Alberto dos Santos,2012,7.58,7.58,7.25,7.58,7.42,7.5,10,10,10,7.42,82.33,0.11,0,0,2,m,950,950,950
734,Arabica,Green,Natural / Dry,Colombia,huila,JAIME PULIDO / ERMILSON RAMOS,2012,7.83,7.58,7.33,7.25,7.58,7.42,10,10,10,7.33,82.33,0,0,0,0,m,442,442,442
735,Arabica,Green,Washed / Wet,Brazil,brazil matas de minas,NAGIPE VIANA KLEM,,7.58,7.5,7.25,7.42,7.67,7.33,10,10,10,7.5,82.25,0.09,2,6,10,m,1100,1100,1100
736,Arabica,Blue-Green,,Taiwan,,林玲美0918232039        ,2016,7,7.08,7,7.17,7,7,10,10,10,10,82.25,0.1,0,0,0,m,NA,NA,NA
737,Arabica,Green,Washed / Wet,Guatemala,nuevo oriente,PABLO CHUY,2016,7.67,7.5,7.25,7.67,7.42,7.42,10,10,10,7.33,82.25,0.11,0,2,2,m,1450,1450,1450
738,Arabica,Green,Natural / Dry,Brazil,south of minas,Ipanema Agrícola SA,2015,7.42,7.67,7.5,7.08,7.5,7.42,10,10,10,7.67,82.25,0,0,0,9,m,1,1,1
739,Arabica,Green,Washed / Wet,El Salvador,apaneca,"Tropical Farm Management El Salvador, S.A. de C.V.",2014,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,82.25,0.12,0,0,0,m,1500,1500,1500
740,Arabica,Green,Washed / Wet,Honduras,marcala,Omar Acosta,2015,7.58,7.5,7.42,7.58,7.42,7.42,10,10,10,7.33,82.25,0.11,0,0,2,m,1350,1350,1350
741,Arabica,Blue-Green,Washed / Wet,Malawi,mzuzu,Mzuzu Coffee Coop Union,2014,7.58,7.42,7.33,7.42,7.58,7.5,10,10,10,7.42,82.25,0.13,0,0,0,m,1180,1180,1180
742,Arabica,Green,Natural / Dry,Brazil,south of minas,Ipanema Agrícola SA,2014,7.75,7.58,7.42,7.42,7.33,7.33,10,10,10,7.42,82.25,0.11,0,0,0,m,1100,1100,1100
743,Arabica,Green,Washed / Wet,Taiwan,nantou,Lin yu tang 林玉堂,2013,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.25,82.25,0.11,0,0,0,m,650,650,650
744,Arabica,Blue-Green,Washed / Wet,Mexico,veracruz,MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,2013,7.58,7.58,7.42,7.42,7.42,7.42,10,10,10,7.42,82.25,0.12,0,0,4,m,1338,1338,1338
745,Arabica,Bluish-Green,Natural / Dry,United States (Hawaii),kona,,2013,7.33,7.42,7.5,7.67,7.5,7.42,10,10,10,7.42,82.25,0,0,0,1,ft,NA,NA,NA
746,Arabica,None,Washed / Wet,Mexico,"calnali, hidalgo",FELIX DE LA CRUZ CASIMIRO,2012,7.58,7.58,7.5,7.17,7.42,7.42,10,10,10,7.58,82.25,0.16,3,0,8,m,533,533,533
747,Arabica,Green,Washed / Wet,Guatemala,antigua,"SIEMBRAS VISION, S.A.",2012,7.5,7.5,7.33,7.58,7.67,7.33,10,10,10,7.33,82.25,0.11,0,0,2,ft,1390.8024,1390.8024,1390.8024
748,Arabica,Green,Washed / Wet,Mexico,veracruz,MANUEL HERRERA JUAREZ,2012,7.5,7.58,7.42,7.67,7.33,7.42,10,10,10,7.33,82.25,0.13,0,0,3,m,1170,1170,1170
749,Arabica,Green,Washed / Wet,Mexico,juquila,GUILLERMO ROJAS SALDAÑA,2012,7.67,7.58,7.33,7.5,7.42,7.42,10,10,10,7.33,82.25,0.12,0,0,13,m,1250,1250,1250
750,Arabica,Green,Washed / Wet,El Salvador,,,2012,7.75,7.33,7.33,7.5,7.5,7.5,10,10,10,7.33,82.25,0,2,0,5,m,NA,NA,NA
751,Arabica,Green,Washed / Wet,Mexico,veracruz,SERGIO DE LA VEQUIA BERNARDI,2012,7.33,7.58,7.42,7.67,7.33,7.5,10,10,10,7.42,82.25,0.11,0,0,0,m,1100,1100,1100
752,Arabica,Green,Washed / Wet,Mexico,canoas,COOP,2012,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.42,82.25,0.1,0,0,3,m,900,900,900
753,Arabica,Green,Washed / Wet,Colombia,huila,,2012,7.5,7.42,7.67,7.33,7.58,7.33,10,10,10,7.42,82.25,0.12,0,0,1,m,1750,1750,1750
754,Arabica,Green,Washed / Wet,Colombia,huila,La Plata,2012,7.67,7.33,7.33,7.33,7.5,7.5,10,10,10,7.58,82.25,0.11,0,0,0,m,1600,1950,1775
755,Arabica,Green,Natural / Dry,Brazil,,Carmem Lucia Chaves de Brito,2012,7.67,7.58,7.42,7,7.5,7.58,10,10,10,7.5,82.25,0.12,0,0,1,m,NA,NA,NA
756,Arabica,,,Colombia,cauca,,,7.17,7.25,7.58,7.25,7.58,7.67,10,10,10,7.75,82.25,0.22,0,0,2,m,NA,NA,NA
757,Arabica,Green,Natural / Dry,Brazil,south of minas,Ipanema Agricola,2016,7.42,7.42,7.5,7.42,7.42,7.5,10,10,10,7.5,82.17,0.11,0,1,5,m,934,934,934
758,Arabica,Bluish-Green,Washed / Wet,Honduras,comayagua,Nahun Maldonado,2015,7.5,7.5,7.17,7.42,7.5,7.5,10,10,10,7.58,82.17,0.11,0,1,2,m,1500,1500,1500
759,Arabica,Green,,Nicaragua,jinotega,MARCIO ALBERTO RIVERA CASTELLON,,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,82.17,0.1,0,0,1,m,1000,1000,1000
760,Arabica,Green,Washed / Wet,"Tanzania, United Republic Of",ruvuma,Langiro farm group,2015,7.58,7.42,7.42,7.33,7.5,7.42,10,10,10,7.5,82.17,0.13,1,0,6,m,1500,1800,1650
761,Arabica,Green,Washed / Wet,"Tanzania, United Republic Of",northern,,2015,7.42,7.42,7.42,7.5,7.5,7.33,10,10,10,7.58,82.17,0.12,0,0,1,m,1600,1600,1600
762,Arabica,Green,Natural / Dry,Brazil,south of minas,Ipanema Agrícola SA,2015,6.92,7.58,7.42,7.33,7.83,7.5,10,10,10,7.58,82.17,0,0,0,1,m,1,1,1
763,Arabica,Bluish-Green,Washed / Wet,Thailand,thailand,Doi Tung Development Project,2014,7.42,7.42,7.17,7.75,7.25,7.67,10,10,10,7.5,82.17,0.12,0,0,0,m,800,800,800
764,Arabica,Green,Washed / Wet,Honduras,marcala,Omar Acosta,2015,7.67,7.5,7.25,7.42,7.58,7.42,10,10,10,7.33,82.17,0.11,0,0,2,m,1350,1350,1350
765,Arabica,Blue-Green,Washed / Wet,Guatemala,atitlan,,2014,7.42,7.42,7.5,7.5,7.42,7.5,10,10,10,7.42,82.17,0.09,0,0,4,m,1500,1500,1500
766,Arabica,Green,Natural / Dry,Brazil,cerrado,,2014,7.58,7.5,7.42,7.25,7.5,7.42,10,10,10,7.5,82.17,0.12,0,0,1,m,NA,NA,NA
767,Arabica,Green,Washed / Wet,"Tanzania, United Republic Of","ilomba vilage, mbozi",Tembo Coffee Company Ltd,2014,7.75,7.42,7.42,7.58,7.33,7.42,10,10,10,7.25,82.17,0.12,0,0,1,m,1700,1700,1700
768,Arabica,Green,Washed / Wet,Mexico,veracruz,JOSÉ LUIS ANDRADE SANDARA,2013,7.42,7.33,7.17,7.42,7.33,8.17,10,10,10,7.33,82.17,0.12,0,0,0,m,1100,1100,1100
769,Arabica,None,Washed / Wet,Mexico,"la concordia, chiapas",Union Ramal Santa Cruz,2013,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,82.17,0.1,1,0,1,m,1200,1600,1400
770,Arabica,Green,Other,Taiwan,yunlin 雲林縣石壁,Guo Zhang Sheng 郭章盛,2014,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.17,82.17,0.11,0,0,0,m,1200,1200,1200
771,Arabica,Green,Washed / Wet,Taiwan,"dongshan dist., tainan city 臺南市東山區",Jufeng-Tseng 曾如楓,2012,7.67,7.5,7.5,7.17,7.17,7.58,10,10,10,7.58,82.17,0,0,0,0,m,800,800,800
772,Arabica,Bluish-Green,Washed / Wet,Colombia,huila,,2013,7.33,7.25,7.25,7.58,7.75,7.5,10,10,10,7.5,82.17,0,0,0,1,m,1750,1750,1750
773,Arabica,None,Washed / Wet,Mexico,san bartolo tutotepec,AVILA MARTINEZ ADOLFO,2012,7.5,7.67,7,7.5,7.33,7.5,10,10,10,7.67,82.17,0.15,1,0,9,m,1144,1144,1144
774,Arabica,None,Washed / Wet,Guatemala,oriente,Several producers,2012,7.25,7.75,7,7.75,8.17,7.75,10,10,9.33,7.17,82.17,0.12,0,0,2,m,1350,1350,1350
775,Arabica,Green,Washed / Wet,Mexico,altotonga,SALVADOR CARO CARRION,2012,7.5,7.58,7.25,7.5,7.5,7.33,10,10,10,7.5,82.17,0.12,0,0,4,m,1000,1000,1000
776,Arabica,Green,Washed / Wet,Mexico,colima,"OSCAR TORRES OCHOCA, GENARO MATA CAMBEROS, MANUEL DUARTE MUNGUIA",2012,7,7.67,7.5,7.5,7.42,7.5,10,10,10,7.58,82.17,0.1,0,0,1,m,1200,1200,1200
777,Arabica,,,Colombia,huila,,2010,7.58,7.67,7.42,7.17,7.17,7.75,10,10,10,7.42,82.17,0.08,0,0,0,m,1800,1800,1800
778,Arabica,,Washed / Wet,Indonesia,aceh gayo,Various Farms,2017,7.5,7.5,7.42,7.42,7.5,7.42,10,10,10,7.33,82.08,0.15,0,0,3,m,1300,1300,1300
779,Arabica,Green,Washed / Wet,Colombia,huila,,2016,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10,7.58,82.08,0,0,7,6,m,NA,NA,NA
780,Arabica,Green,Natural / Dry,Brazil,south of minas,Ipanema Agricola,2016,7.42,7.58,7.42,7.5,7.42,7.25,10,10,10,7.5,82.08,0.11,0,1,3,m,894,894,894
781,Arabica,Green,Natural / Dry,Brazil,south of minas,Ipanema Agrícola SA,2015,7.25,7.25,7.58,7.58,7.25,7.92,10,10,10,7.25,82.08,0,0,0,1,m,1,1,1
782,Arabica,Blue-Green,Washed / Wet,Costa Rica,tres rios,JOSE FRANCISCO GONZALEZ,2015,7.75,7.42,7.42,7.25,7.17,7.42,10,10,10,7.67,82.08,0,0,0,0,m,1200,1400,1300
783,Arabica,Green,Washed / Wet,"Tanzania, United Republic Of",kilimanjaro,AMPCG,2014,7.42,7.33,7.42,7.42,7.5,7.58,10,10,10,7.42,82.08,0.12,0,0,5,m,1500,1500,1500
784,Arabica,Green,Washed / Wet,"Tanzania, United Republic Of",ngorogoro,Ngorogoro Convenant Estate,2014,7.42,7.5,7.5,7.33,7.33,7.5,10,10,10,7.5,82.08,0.12,0,0,3,m,1500,1700,1600
785,Arabica,Green,Washed / Wet,Colombia,,,2013,7.5,7.42,7.42,7.42,7.67,7.42,10,10,10,7.25,82.08,0.11,1,0,0,m,NA,NA,NA
786,Arabica,Green,Washed / Wet,Costa Rica,turrialba,Cafetalera Aquiares,2013,7.58,7.33,7.33,7.33,7.5,7.67,10,10,10,7.33,82.08,0.11,0,0,2,m,13,13,13
787,Arabica,Bluish-Green,Natural / Dry,United States (Hawaii),kona,,2012,7.25,7.58,7.58,7.25,7.5,7.42,10,10,10,7.5,82.08,0.11,0,0,0,ft,NA,NA,NA
788,Arabica,Green,Washed / Wet,Mexico,coatepec,GIBRAN LEONARDO CERVANTES COVARRUBIAS,2012,7.42,7.58,7.5,7.33,7.42,7.42,10,10,10,7.42,82.08,0.13,0,0,7,m,1300,1300,1300
789,Arabica,Green,Washed / Wet,Mexico,tapachula,ISMAM SAN ISIDRO LABRADOR S. DE S.S.,2012,7.5,7.42,7.42,7.5,7.25,7.5,10,10,10,7.5,82.08,0.13,3,0,13,m,1800,1800,1800
790,Arabica,Green,Washed / Wet,Mexico,coatepec,ROSA AURORA FALCON FERNANDEZ,2012,7.67,7.5,7.25,7.58,7.42,7.33,10,10,10,7.33,82.08,0.11,0,0,11,m,1250,1250,1250
791,Arabica,Green,Natural / Dry,Vietnam,don duong,"Apollo Co., LTd.",2012,7.67,8,7.17,7.08,7.67,7.08,10,10,10,7.42,82.08,0.12,0,0,2,m,1040,1040,1040
792,Arabica,Green,Washed / Wet,Mexico,veracruz,RAMIRO DE LA VEQUIA BERNARDI,2012,7.58,7.42,7.25,7.75,7.33,7.42,10,10,10,7.33,82.08,0.11,0,0,1,m,1250,1250,1250
793,Arabica,Green,Washed / Wet,United States (Hawaii),kona,,2012,7.33,7.5,7.33,7.58,7.08,7.83,10,10,10,7.42,82.08,0.1,0,0,2,ft,NA,NA,NA
794,Arabica,,,Colombia,cauca,Carlos Pechene / Jesús Pechene / Flor Chacón,,7.67,7.42,7.67,7.33,7.25,7.58,10,10,10,7.17,82.08,0.08,1,0,5,m,1600,1600,1600
795,Arabica,Green,Washed / Wet,Honduras,el paraíso,Santos Fonseca,2017,7.5,7.5,7.17,7.5,7.5,7.42,10,10,10,7.42,82,0.12,0,0,1,m,1600,1600,1600
